data_venda,id_pedido,produto,categoria,quantidade,preco_unitario,receita_total,regiao,metodo_pagamento,cliente_tipo
2024-04-20,PED00265,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,PIX,Recorrente
2024-05-16,PED00266,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Centro,Cartão de Crédito,Recorrente
2024-02-24,PED00267,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Cartão de Crédito,Novo
2024-04-02,PED00268,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Débito,Recorrente
2024-08-27,PED00269,iPhone 14,Smartphones,1,3500,3500,Sul,Cartão de Débito,Recorrente
2024-11-28,PED00270,Samsung Galaxy S23,Smartphones,1,4200,4200,Centro,PIX,Recorrente
2024-07-09,PED00271,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Boleto,Novo
2024-08-12,PED00272,Asus ROG,Laptops,1,9500,9500,Centro,Boleto,Recorrente
2024-01-15,PED00273,MacBook Air M2,Laptops,1,8500,8500,Norte,Boleto,Recorrente
2024-02-07,PED00274,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Débito,Recorrente
2024-07-14,PED00275,Dell XPS 15,Laptops,1,7200,7200,Sul,Cartão de Débito,Novo
2024-06-26,PED00276,Samsung Galaxy S23,Smartphones,2,4200,8400,Centro,Cartão de Crédito,Recorrente
2024-11-12,PED00277,Samsung Tab S9,Tablets,1,3500,3500,Sul,PIX,Recorrente
2024-01-08,PED00278,iPhone 14,Smartphones,2,3500,7000,Oeste,Cartão de Débito,Novo
2024-05-07,PED00279,Dell XPS 15,Laptops,1,7200,7200,Norte,Boleto,Recorrente
2024-05-25,PED00280,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Cartão de Crédito,Recorrente
2024-01-15,PED00281,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Boleto,Recorrente
2024-03-22,PED00282,AirPods Pro,Fones de Ouvido,2,1800,3600,Sul,Boleto,Recorrente
2024-08-20,PED00283,AirPods Pro,Fones de Ouvido,3,1800,5400,Centro,Cartão de Débito,Recorrente
2024-06-20,PED00284,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,PIX,Novo
2024-03-20,PED00285,Amazon Fire HD,Tablets,1,850,850,Leste,PIX,Recorrente
2024-08-24,PED00286,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Boleto,Recorrente
2024-04-20,PED00287,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Boleto,Recorrente
2024-06-23,PED00288,AirPods Pro,Fones de Ouvido,2,1800,3600,Leste,PIX,Recorrente
2024-07-05,PED00289,AirPods Pro,Fones de Ouvido,3,1800,5400,Centro,Cartão de Débito,Recorrente
2024-04-12,PED00290,Samsung Buds,Fones de Ouvido,2,650,1300,Norte,Cartão de Débito,Recorrente
2024-03-28,PED00291,MacBook Air M2,Laptops,1,8500,8500,Sul,Cartão de Débito,Novo
2024-08-16,PED00292,Dell XPS 15,Laptops,1,7200,7200,Centro,PIX,Recorrente
2024-08-01,PED00293,AirPods Pro,Fones de Ouvido,3,1800,5400,Oeste,Cartão de Débito,Recorrente
2024-08-26,PED00294,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,Boleto,Novo
2024-01-03,PED00295,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,Boleto,Recorrente
2024-09-17,PED00296,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Oeste,Boleto,Recorrente
2024-05-09,PED00297,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Cartão de Crédito,Recorrente
2024-01-10,PED00298,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Débito,Recorrente
2024-04-21,PED00299,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Boleto,Recorrente
2024-03-10,PED00300,AirPods Pro,Fones de Ouvido,3,1800,5400,Leste,Cartão de Débito,Recorrente
2024-05-19,PED00301,Amazon Fire HD,Tablets,1,850,850,Norte,Cartão de Débito,Recorrente
2024-03-27,PED00302,Dell XPS 15,Laptops,2,7200,14400,Leste,Cartão de Crédito,Recorrente
2024-04-03,PED00303,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Cartão de Débito,Novo
2024-06-25,PED00304,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Débito,Recorrente
2024-05-26,PED00305,Garmin Forerunner,Smartwatches,2,2200,4400,Oeste,Boleto,Recorrente
2024-01-21,PED00306,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Boleto,Recorrente
2024-06-04,PED00307,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,Boleto,Novo
2024-10-16,PED00308,Asus ROG,Laptops,1,9500,9500,Norte,PIX,Novo
2024-10-14,PED00309,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Leste,Cartão de Crédito,Novo
2024-05-28,PED00310,MacBook Air M2,Laptops,1,8500,8500,Leste,Cartão de Débito,Recorrente
2024-12-12,PED00311,Asus ROG,Laptops,1,9500,9500,Centro,Cartão de Crédito,Recorrente
2024-02-20,PED00312,Samsung Buds,Fones de Ouvido,1,650,650,Norte,Cartão de Débito,Novo
2024-03-18,PED00313,Samsung Buds,Fones de Ouvido,3,650,1950,Sul,Cartão de Débito,Recorrente
2024-02-16,PED00314,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Boleto,Recorrente
2024-11-10,PED00315,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Boleto,Recorrente
2024-05-12,PED00316,Asus ROG,Laptops,2,9500,19000,Leste,Cartão de Crédito,Recorrente
2024-07-22,PED00317,Lenovo ThinkPad,Laptops,2,5800,11600,Sul,Cartão de Crédito,Recorrente
2024-03-08,PED00318,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,PIX,Recorrente
2024-11-18,PED00319,Samsung Tab S9,Tablets,1,3500,3500,Sul,Cartão de Crédito,Recorrente
2024-12-20,PED00320,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Boleto,Novo
2024-09-28,PED00321,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Cartão de Crédito,Recorrente
2024-04-02,PED00322,Asus ROG,Laptops,1,9500,9500,Norte,Cartão de Crédito,Recorrente
2024-01-16,PED00323,Dell XPS 15,Laptops,1,7200,7200,Centro,Cartão de Débito,Recorrente
2024-11-25,PED00324,Asus ROG,Laptops,2,9500,19000,Norte,Cartão de Crédito,Recorrente
2024-05-14,PED00325,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Boleto,Recorrente
2024-07-07,PED00326,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,Cartão de Crédito,Recorrente
2024-07-12,PED00327,MacBook Air M2,Laptops,1,8500,8500,Norte,Boleto,Recorrente
2024-05-09,PED00328,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Cartão de Crédito,Novo
2024-03-11,PED00329,Xiaomi 13,Smartphones,1,2800,2800,Sul,Cartão de Crédito,Novo
2024-07-03,PED00330,iPhone 14,Smartphones,1,3500,3500,Sul,Boleto,Novo
2024-09-23,PED00331,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Boleto,Novo
2024-04-01,PED00332,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Sul,Boleto,Novo
2024-05-10,PED00333,Lenovo Tab P11,Tablets,1,1800,1800,Leste,Cartão de Débito,Novo
2024-10-01,PED00334,Amazon Fire HD,Tablets,2,850,1700,Sul,Boleto,Recorrente
2024-08-16,PED00335,Asus ROG,Laptops,1,9500,9500,Centro,Cartão de Débito,Recorrente
2024-09-21,PED00336,JBL Tune 510,Fones de Ouvido,2,280,560,Oeste,Cartão de Crédito,Recorrente
2024-06-04,PED00337,iPad Air,Tablets,1,4200,4200,Leste,Boleto,Recorrente
2024-06-25,PED00338,Amazon Fire HD,Tablets,1,850,850,Norte,Cartão de Débito,Recorrente
2024-08-12,PED00339,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Cartão de Débito,Recorrente
2024-09-15,PED00340,Dell XPS 15,Laptops,1,7200,7200,Centro,Boleto,Recorrente
2024-07-10,PED00341,Garmin Forerunner,Smartwatches,2,2200,4400,Centro,Cartão de Débito,Recorrente
2024-11-19,PED00342,Amazon Fire HD,Tablets,1,850,850,Norte,Boleto,Recorrente
2024-04-01,PED00343,Asus ROG,Laptops,2,9500,19000,Norte,Cartão de Crédito,Recorrente
2024-12-12,PED00344,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Boleto,Recorrente
2024-10-02,PED00345,iPad Air,Tablets,1,4200,4200,Centro,Cartão de Débito,Recorrente
2024-12-21,PED00346,JBL Tune 510,Fones de Ouvido,1,280,280,Oeste,Cartão de Crédito,Recorrente
2024-02-02,PED00347,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Débito,Novo
2024-05-09,PED00348,Amazon Fire HD,Tablets,1,850,850,Oeste,Cartão de Crédito,Novo
2024-03-09,PED00349,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Cartão de Débito,Recorrente
2024-01-10,PED00350,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Sul,Cartão de Débito,Recorrente
2024-04-26,PED00351,Dell XPS 15,Laptops,1,7200,7200,Centro,Cartão de Débito,Novo
2024-08-14,PED00352,Amazon Fire HD,Tablets,2,850,1700,Norte,Cartão de Débito,Recorrente
2024-12-06,PED00353,Samsung Buds,Fones de Ouvido,3,650,1950,Leste,Cartão de Débito,Novo
2024-09-08,PED00354,Xiaomi 13,Smartphones,1,2800,2800,Norte,Cartão de Débito,Recorrente
2024-06-11,PED00355,Xiaomi 13,Smartphones,2,2800,5600,Norte,Boleto,Recorrente
2024-02-19,PED00356,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,Boleto,Novo
2024-01-17,PED00357,Xiaomi 13,Smartphones,1,2800,2800,Leste,Boleto,Recorrente
2024-02-07,PED00358,Amazon Fire HD,Tablets,1,850,850,Sul,Cartão de Crédito,Recorrente
2024-03-06,PED00359,JBL Tune 510,Fones de Ouvido,1,280,280,Sul,Cartão de Débito,Recorrente
2024-03-02,PED00360,Asus ROG,Laptops,1,9500,9500,Centro,PIX,Recorrente
2024-07-21,PED00361,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Cartão de Crédito,Recorrente
2024-10-27,PED00362,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Crédito,Recorrente
2024-12-25,PED00363,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Cartão de Crédito,Recorrente
2024-01-06,PED00364,MacBook Air M2,Laptops,1,8500,8500,Sul,Boleto,Recorrente
2024-04-16,PED00365,Xiaomi Band 8,Smartwatches,1,350,350,Leste,PIX,Recorrente
2024-02-26,PED00366,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,Boleto,Recorrente
2024-09-28,PED00367,Lenovo Tab P11,Tablets,1,1800,1800,Norte,Cartão de Débito,Recorrente
2024-07-10,PED00368,Xiaomi Band 8,Smartwatches,2,350,700,Oeste,Boleto,Novo
2024-10-05,PED00369,JBL Tune 510,Fones de Ouvido,2,280,560,Leste,Cartão de Débito,Recorrente
2024-09-14,PED00370,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,Cartão de Crédito,Recorrente
2024-09-20,PED00371,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Cartão de Débito,Recorrente
2024-11-24,PED00372,iPad Air,Tablets,2,4200,8400,Leste,Boleto,Recorrente
2024-02-03,PED00373,MacBook Air M2,Laptops,1,8500,8500,Norte,PIX,Recorrente
2024-06-11,PED00374,Amazon Fire HD,Tablets,2,850,1700,Centro,Cartão de Crédito,Recorrente
2024-04-23,PED00375,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,Cartão de Débito,Recorrente
2024-10-17,PED00376,JBL Tune 510,Fones de Ouvido,2,280,560,Centro,Cartão de Crédito,Recorrente
2024-07-25,PED00377,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,Boleto,Recorrente
2024-09-16,PED00378,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Sul,Boleto,Recorrente
2024-02-02,PED00379,iPhone 14,Smartphones,1,3500,3500,Leste,Cartão de Crédito,Recorrente
2024-01-03,PED00380,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,Cartão de Débito,Recorrente
2024-02-07,PED00381,Lenovo ThinkPad,Laptops,1,5800,5800,Oeste,PIX,Novo
2024-01-11,PED00382,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Débito,Novo
2024-03-23,PED00383,iPhone 14,Smartphones,1,3500,3500,Sul,Cartão de Débito,Recorrente
2024-04-19,PED00384,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,Boleto,Recorrente
2024-09-04,PED00385,iPad Air,Tablets,1,4200,4200,Oeste,Boleto,Novo
2024-10-16,PED00386,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Débito,Recorrente
2024-04-02,PED00387,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Cartão de Débito,Novo
2024-04-23,PED00388,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,Cartão de Crédito,Recorrente
2024-08-03,PED00389,Dell XPS 15,Laptops,1,7200,7200,Oeste,Cartão de Débito,Recorrente
2024-08-12,PED00390,Samsung Galaxy S23,Smartphones,2,4200,8400,Leste,Boleto,Recorrente
2024-07-19,PED00391,Amazon Fire HD,Tablets,2,850,1700,Norte,PIX,Recorrente
2024-04-01,PED00392,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Cartão de Crédito,Recorrente
2024-05-21,PED00393,AirPods Pro,Fones de Ouvido,1,1800,1800,Leste,Cartão de Crédito,Recorrente
2024-05-24,PED00394,Samsung Buds,Fones de Ouvido,2,650,1300,Oeste,Boleto,Recorrente
2024-05-07,PED00395,MacBook Air M2,Laptops,1,8500,8500,Oeste,Boleto,Recorrente
2024-03-25,PED00396,iPhone 14,Smartphones,1,3500,3500,Sul,PIX,Recorrente
2024-04-12,PED00397,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Cartão de Crédito,Recorrente
2024-07-12,PED00398,Dell XPS 15,Laptops,1,7200,7200,Oeste,Cartão de Débito,Recorrente
2024-07-10,PED00399,AirPods Pro,Fones de Ouvido,3,1800,5400,Oeste,Cartão de Crédito,Recorrente
2024-08-25,PED00400,AirPods Pro,Fones de Ouvido,2,1800,3600,Centro,Boleto,Recorrente
2024-06-09,PED00401,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Sul,Cartão de Débito,Recorrente
2024-01-15,PED00402,Dell XPS 15,Laptops,1,7200,7200,Leste,PIX,Recorrente
2024-11-03,PED00403,Xiaomi 13,Smartphones,1,2800,2800,Centro,Cartão de Crédito,Recorrente
2024-11-28,PED00404,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,PIX,Novo
2024-07-05,PED00405,Samsung Galaxy S23,Smartphones,1,4200,4200,Centro,Cartão de Débito,Recorrente
2024-11-20,PED00406,Samsung Tab S9,Tablets,1,3500,3500,Sul,Cartão de Débito,Novo
2024-06-18,PED00407,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Cartão de Crédito,Novo
2024-08-09,PED00408,Garmin Forerunner,Smartwatches,2,2200,4400,Centro,PIX,Recorrente
2024-08-01,PED00409,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,PIX,Recorrente
2024-04-18,PED00410,Lenovo Tab P11,Tablets,2,1800,3600,Norte,Cartão de Débito,Novo
2024-08-25,PED00411,Samsung Tab S9,Tablets,1,3500,3500,Centro,Cartão de Crédito,Recorrente
2024-12-04,PED00412,Xiaomi 13,Smartphones,1,2800,2800,Centro,Cartão de Débito,Recorrente
2024-09-13,PED00413,Amazon Fire HD,Tablets,1,850,850,Sul,Boleto,Recorrente
2024-10-10,PED00414,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Leste,Boleto,Recorrente
2024-03-21,PED00415,Xiaomi 13,Smartphones,1,2800,2800,Centro,PIX,Novo
2024-08-17,PED00416,iPad Air,Tablets,2,4200,8400,Norte,PIX,Recorrente
2024-01-05,PED00417,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,PIX,Recorrente
2024-08-08,PED00418,Samsung Buds,Fones de Ouvido,3,650,1950,Oeste,PIX,Recorrente
2024-10-16,PED00419,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Leste,Cartão de Crédito,Recorrente
2024-01-04,PED00420,Asus ROG,Laptops,2,9500,19000,Centro,Cartão de Débito,Novo
2024-12-08,PED00421,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Boleto,Novo
2024-02-20,PED00422,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Crédito,Novo
2024-01-27,PED00423,Amazon Fire HD,Tablets,1,850,850,Norte,PIX,Novo
2024-06-24,PED00424,Lenovo ThinkPad,Laptops,2,5800,11600,Sul,Cartão de Crédito,Recorrente
2024-06-19,PED00425,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,PIX,Novo
2024-02-13,PED00426,Samsung Tab S9,Tablets,1,3500,3500,Norte,Cartão de Crédito,Novo
2024-10-26,PED00427,Motorola Edge 40,Smartphones,1,2200,2200,Centro,PIX,Novo
2024-10-10,PED00428,Xiaomi 13,Smartphones,1,2800,2800,Centro,Cartão de Crédito,Recorrente
2024-04-05,PED00429,Dell XPS 15,Laptops,1,7200,7200,Centro,PIX,Recorrente
2024-11-08,PED00430,Samsung Buds,Fones de Ouvido,1,650,650,Centro,Cartão de Débito,Novo
2024-08-13,PED00431,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Centro,Cartão de Débito,Novo
2024-04-25,PED00432,MacBook Air M2,Laptops,1,8500,8500,Centro,Boleto,Recorrente
2024-12-24,PED00433,Xiaomi Band 8,Smartwatches,1,350,350,Centro,Cartão de Débito,Novo
2024-02-20,PED00434,iPad Air,Tablets,1,4200,4200,Oeste,PIX,Recorrente
2024-04-26,PED00435,JBL Tune 510,Fones de Ouvido,2,280,560,Centro,Boleto,Recorrente
2024-10-04,PED00436,iPhone 14,Smartphones,1,3500,3500,Norte,PIX,Novo
2024-12-01,PED00437,Motorola Edge 40,Smartphones,1,2200,2200,Sul,Cartão de Débito,Recorrente
2024-12-26,PED00438,AirPods Pro,Fones de Ouvido,3,1800,5400,Leste,Cartão de Crédito,Recorrente
2024-01-12,PED00439,Xiaomi 13,Smartphones,1,2800,2800,Centro,PIX,Novo
2024-09-26,PED00440,JBL Tune 510,Fones de Ouvido,2,280,560,Sul,Boleto,Recorrente
2024-03-25,PED00441,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Crédito,Recorrente
2024-09-14,PED00442,iPhone 14,Smartphones,1,3500,3500,Leste,Boleto,Recorrente
2024-04-19,PED00443,iPhone 14,Smartphones,1,3500,3500,Centro,Cartão de Débito,Recorrente
2024-01-23,PED00444,Xiaomi Band 8,Smartwatches,1,350,350,Sul,PIX,Recorrente
2024-05-10,PED00445,MacBook Air M2,Laptops,2,8500,17000,Leste,PIX,Recorrente
2024-07-25,PED00446,Xiaomi 13,Smartphones,1,2800,2800,Norte,Boleto,Recorrente
2024-06-02,PED00447,Samsung Buds,Fones de Ouvido,1,650,650,Leste,Boleto,Recorrente
2024-05-26,PED00448,Amazon Fire HD,Tablets,1,850,850,Centro,PIX,Novo
2024-11-06,PED00449,Xiaomi 13,Smartphones,1,2800,2800,Norte,Boleto,Recorrente
2024-11-09,PED00450,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Oeste,Cartão de Crédito,Recorrente
2024-04-05,PED00451,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Oeste,Boleto,Novo
2024-09-27,PED00452,iPhone 14,Smartphones,1,3500,3500,Centro,Boleto,Recorrente
2024-12-05,PED00453,JBL Tune 510,Fones de Ouvido,2,280,560,Norte,Boleto,Recorrente
2024-09-11,PED00454,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Débito,Novo
2024-06-19,PED00455,Xiaomi 13,Smartphones,1,2800,2800,Sul,Boleto,Recorrente
2024-03-01,PED00456,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Boleto,Novo
2024-05-13,PED00457,iPhone 14,Smartphones,2,3500,7000,Leste,PIX,Novo
2024-06-24,PED00458,Samsung Tab S9,Tablets,2,3500,7000,Sul,Cartão de Débito,Recorrente
2024-01-02,PED00459,Amazon Fire HD,Tablets,1,850,850,Leste,Cartão de Crédito,Novo
2024-11-09,PED00460,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Crédito,Recorrente
2024-04-18,PED00461,AirPods Pro,Fones de Ouvido,1,1800,1800,Oeste,Cartão de Crédito,Novo
2024-02-21,PED00462,Dell XPS 15,Laptops,1,7200,7200,Sul,PIX,Novo
2024-11-17,PED00463,AirPods Pro,Fones de Ouvido,2,1800,3600,Sul,Boleto,Recorrente
2024-02-15,PED00464,MacBook Air M2,Laptops,1,8500,8500,Sul,Cartão de Crédito,Novo
2024-02-12,PED00465,Xiaomi Band 8,Smartwatches,1,350,350,Centro,PIX,Novo
2024-09-11,PED00466,Garmin Forerunner,Smartwatches,1,2200,2200,Oeste,Cartão de Crédito,Recorrente
2024-05-07,PED00467,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Oeste,Boleto,Recorrente
2024-12-03,PED00468,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Boleto,Recorrente
2024-12-18,PED00469,Samsung Buds,Fones de Ouvido,1,650,650,Oeste,Cartão de Débito,Novo
2024-06-08,PED00470,Samsung Buds,Fones de Ouvido,2,650,1300,Oeste,Cartão de Débito,Recorrente
2024-06-01,PED00471,iPhone 14,Smartphones,2,3500,7000,Oeste,Boleto,Recorrente
2024-10-16,PED00472,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Cartão de Crédito,Novo
2024-05-14,PED00473,Motorola Edge 40,Smartphones,1,2200,2200,Norte,Boleto,Novo
2024-04-12,PED00474,Samsung Buds,Fones de Ouvido,1,650,650,Leste,Boleto,Recorrente
2024-03-28,PED00475,Xiaomi 13,Smartphones,2,2800,5600,Leste,Boleto,Recorrente
2024-11-25,PED00476,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Crédito,Novo
2024-06-05,PED00477,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,PIX,Recorrente
2024-09-14,PED00478,AirPods Pro,Fones de Ouvido,1,1800,1800,Centro,Cartão de Débito,Recorrente
2024-03-05,PED00479,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Cartão de Débito,Recorrente
2024-05-24,PED00480,AirPods Pro,Fones de Ouvido,1,1800,1800,Centro,Cartão de Crédito,Recorrente
2024-10-18,PED00481,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,Cartão de Crédito,Recorrente
2024-07-24,PED00482,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Norte,Cartão de Débito,Novo
2024-11-08,PED00483,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Leste,Boleto,Novo
2024-08-20,PED00484,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Boleto,Recorrente
2024-01-17,PED00485,MacBook Air M2,Laptops,2,8500,17000,Leste,Cartão de Débito,Recorrente
2024-10-08,PED00486,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Boleto,Recorrente
2024-05-17,PED00487,AirPods Pro,Fones de Ouvido,3,1800,5400,Centro,Cartão de Crédito,Recorrente
2024-12-16,PED00488,AirPods Pro,Fones de Ouvido,3,1800,5400,Leste,Cartão de Débito,Recorrente
2024-08-11,PED00489,Amazon Fire HD,Tablets,2,850,1700,Leste,Cartão de Débito,Novo
2024-09-25,PED00490,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Débito,Recorrente
2024-06-17,PED00491,AirPods Pro,Fones de Ouvido,3,1800,5400,Oeste,PIX,Recorrente
2024-11-07,PED00492,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Boleto,Recorrente
2024-08-06,PED00493,iPhone 14,Smartphones,1,3500,3500,Norte,Cartão de Débito,Recorrente
2024-09-03,PED00494,Samsung Buds,Fones de Ouvido,2,650,1300,Sul,PIX,Recorrente
2024-09-25,PED00495,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Boleto,Novo
2024-03-17,PED00496,Samsung Buds,Fones de Ouvido,1,650,650,Norte,Boleto,Novo
2024-08-21,PED00497,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Cartão de Débito,Recorrente
2024-05-12,PED00498,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Sul,Cartão de Crédito,Recorrente
2024-01-02,PED00499,Amazon Fire HD,Tablets,2,850,1700,Sul,PIX,Novo
2024-09-28,PED00500,MacBook Air M2,Laptops,1,8500,8500,Oeste,Boleto,Recorrente
2024-03-15,PED00501,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Cartão de Crédito,Recorrente
2024-09-05,PED00502,Samsung Buds,Fones de Ouvido,3,650,1950,Norte,PIX,Recorrente
2024-06-18,PED00503,Xiaomi 13,Smartphones,1,2800,2800,Norte,Cartão de Crédito,Novo
2024-09-14,PED00504,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Cartão de Débito,Novo
2024-02-04,PED00505,Asus ROG,Laptops,1,9500,9500,Sul,Boleto,Novo
2024-11-15,PED00506,Motorola Edge 40,Smartphones,2,2200,4400,Leste,Boleto,Recorrente
2024-04-11,PED00507,Amazon Fire HD,Tablets,1,850,850,Centro,PIX,Novo
2024-05-12,PED00508,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Cartão de Crédito,Recorrente
2024-05-06,PED00509,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Leste,Cartão de Crédito,Recorrente
2024-09-04,PED00510,iPad Air,Tablets,1,4200,4200,Oeste,PIX,Recorrente
2024-01-24,PED00511,Samsung Tab S9,Tablets,2,3500,7000,Leste,Cartão de Débito,Recorrente
2024-12-05,PED00512,Dell XPS 15,Laptops,1,7200,7200,Centro,PIX,Recorrente
2024-08-08,PED00513,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Crédito,Recorrente
2024-07-23,PED00514,Xiaomi 13,Smartphones,1,2800,2800,Norte,Cartão de Débito,Recorrente
2024-10-19,PED00515,Asus ROG,Laptops,1,9500,9500,Centro,Boleto,Recorrente
2024-01-26,PED00516,JBL Tune 510,Fones de Ouvido,3,280,840,Sul,Boleto,Novo
2024-11-20,PED00517,Amazon Fire HD,Tablets,1,850,850,Oeste,Cartão de Crédito,Recorrente
2024-02-18,PED00518,JBL Tune 510,Fones de Ouvido,1,280,280,Oeste,Cartão de Crédito,Novo
2024-11-25,PED00519,Asus ROG,Laptops,2,9500,19000,Norte,Boleto,Novo
2024-02-08,PED00520,Samsung Buds,Fones de Ouvido,1,650,650,Oeste,Cartão de Crédito,Recorrente
2024-03-23,PED00521,Samsung Buds,Fones de Ouvido,1,650,650,Centro,Boleto,Recorrente
2024-02-15,PED00522,Xiaomi 13,Smartphones,1,2800,2800,Oeste,Cartão de Débito,Recorrente
2024-07-09,PED00523,Amazon Fire HD,Tablets,1,850,850,Sul,Boleto,Novo
2024-09-19,PED00524,Samsung Buds,Fones de Ouvido,3,650,1950,Oeste,Cartão de Crédito,Recorrente
2024-05-13,PED00525,Apple Watch Series 9,Smartwatches,2,4500,9000,Leste,Cartão de Débito,Recorrente
2024-02-08,PED00526,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Leste,Cartão de Crédito,Novo
2024-02-25,PED00527,iPad Air,Tablets,1,4200,4200,Norte,Cartão de Crédito,Recorrente
2024-07-21,PED00528,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Cartão de Débito,Recorrente
